combinaton	score	biomarker	cor(score,biomarker)	p
M4076-berzosertib	aoc	POU2AF1_exp	0.05824755030060369	0.5569817995542604
M4076-berzosertib	aoc	POU2AF1_lof	0.06185143128258595	0.5328000679065261
M4076-berzosertib	aoc	POU2AF1_snv	0.12243431721967793	0.21565548224363712
M4076-berzosertib	aoc	POU2F2_cnv	-0.04267716477038346	0.6670797942335898
M4076-berzosertib	aoc	POU2F2_exp	0.15495244038019904	0.11627223449209541
M4076-berzosertib	aoc	POU2F2_lof	0.027078618804965572	0.7849598738916608
M4076-berzosertib	aoc	POU2F2_snv	0.06661125652124161	0.5016851064044715
M4076-berzosertib	aoc	POU5F1_cnv	-0.011884915949058064	0.9046873947655846
M4076-berzosertib	aoc	POU5F1_exp	0.06529652595889279	0.5101837070200178
M4076-berzosertib	aoc	POU5F1_lof	-0.026044912748125204	0.7929811827153224
M4076-berzosertib	aoc	POU6F2_cnv	-0.12034206658693483	0.22366200398710742
M4076-berzosertib	aoc	POU6F2_exp	0.049023542625764284	0.6211657285602272
M4076-berzosertib	aoc	POU6F2_lof	0.06661125652124161	0.5016851064044715
M4076-berzosertib	aoc	POU6F2_snv	0.06661125652124161	0.5016851064044715
M4076-berzosertib	aoc	PPARG_cnv	0.09656223993560743	0.3294984195453789
M4076-berzosertib	aoc	PPARG_exp	-0.16758545221302304	0.08904909734237575
M4076-berzosertib	aoc	PPARG_lof	-0.07675021067047996	0.4387031882046523
M4076-berzosertib	aoc	PPARG_snv		
M4076-berzosertib	aoc	PPARGC1A_cnv	-0.05917814235128922	0.5506874662214721
M4076-berzosertib	aoc	PPARGC1A_exp	-0.18428828398727887	0.061104511476892005
M4076-berzosertib	aoc	PPARGC1A_lof	0.12448738922622195	0.2079986885818518
M4076-berzosertib	aoc	PPARGC1A_snv		
M4076-berzosertib	aoc	PPFIBP1_cnv	-0.10734221036958208	0.27810472676956405
M4076-berzosertib	aoc	PPFIBP1_exp	-0.02988623417506301	0.7632889713339829
M4076-berzosertib	aoc	PPFIBP1_lof	0.0881006859308553	0.37382778336961464
M4076-berzosertib	aoc	PPFIBP1_snv		
M4076-berzosertib	aoc	PPHLN1_cnv	-0.12892386342136802	0.19212084153760497
M4076-berzosertib	aoc	PPHLN1_exp	0.1632286449524093	0.09779941342043993
M4076-berzosertib	aoc	PPHLN1_lof	0.08638750739472442	0.3832263678712571
M4076-berzosertib	aoc	PPL_cnv	-0.16439168102245377	0.09539989165543741
M4076-berzosertib	aoc	PPL_exp	-0.019332928663005663	0.8455547994592372
M4076-berzosertib	aoc	PPL_lof	0.05872232766569227	0.5537661909831098
M4076-berzosertib	aoc	PPM1D_cnv	0.03156431237817929	0.7504220696549049
M4076-berzosertib	aoc	PPM1D_exp	0.0628892183016225	0.5259349738272905
M4076-berzosertib	aoc	PPM1D_lof	0.03633995046819363	0.7141873876460176
M4076-berzosertib	aoc	PPM1D_snv	0.02667546822292082	0.7880855997276092
M4076-berzosertib	aoc	PPM1H_cnv	-0.08509534505515759	0.3904086833655535
M4076-berzosertib	aoc	PPM1H_exp	-0.21918005347197772	0.025387991106952452
M4076-berzosertib	aoc	PPM1H_lof	0.12495398486926351	0.2062859779921324
M4076-berzosertib	aoc	PPM1H_snv	0.14002343953127358	0.1562782018997136
M4076-berzosertib	aoc	PPP1CA_cnv	-0.019031567066687308	0.8479331281543989
M4076-berzosertib	aoc	PPP1CA_exp	0.14327548316716474	0.14678910802555725
M4076-berzosertib	aoc	PPP1CA_lof	0.008810931111780836	0.9292647524521536
M4076-berzosertib	aoc	PPP1CA_snv		
M4076-berzosertib	aoc	PPP1CC_cnv	-0.11420613536657881	0.24834293532159057
M4076-berzosertib	aoc	PPP1CC_exp	0.061578107676630855	0.5346155406201475
M4076-berzosertib	aoc	PPP1CC_lof	0.0644511254494076	0.5156874194550777
M4076-berzosertib	aoc	PPP1CC_snv	0.07158785199529341	0.4701964931482771
M4076-berzosertib	aoc	PPP1R14B_cnv	-0.026574689026827983	0.7888674933589594
M4076-berzosertib	aoc	PPP1R14B_exp	0.1077313549960697	0.27635604406183667
M4076-berzosertib	aoc	PPP1R14B_lof	0.008810931111780836	0.9292647524521536
M4076-berzosertib	aoc	PPP1R16A_cnv	0.013128966254268511	0.8947650585082513
M4076-berzosertib	aoc	PPP1R16A_exp	-0.17856801009185067	0.06973313527898595
M4076-berzosertib	aoc	PPP1R16A_lof	0.07806378368695033	0.4308846410313375
M4076-berzosertib	aoc	PPP1R16A_snv		
M4076-berzosertib	aoc	PPP1R17_cnv	-0.09629886613241788	0.330825452182089
M4076-berzosertib	aoc	PPP1R17_exp		
M4076-berzosertib	aoc	PPP1R17_lof	-0.04800555097412321	0.6284393240127547
M4076-berzosertib	aoc	PPP1R17_snv		
M4076-berzosertib	aoc	PPP1R1A_cnv	-0.09771087104015794	0.32375072232709934
M4076-berzosertib	aoc	PPP1R1A_exp	-0.0374827192043157	0.7056066091286112
M4076-berzosertib	aoc	PPP1R1A_lof	0.06993993523395989	0.48050268489097814
M4076-berzosertib	aoc	PPP1R1B_cnv	-0.018645904593065213	0.8509787428577877
M4076-berzosertib	aoc	PPP1R1B_exp	-0.07958783733737558	0.4219138902425751
M4076-berzosertib	aoc	PPP1R1B_lof	0.017933296199833325	0.8566120154229808
M4076-berzosertib	aoc	PPP1R1B_snv		
M4076-berzosertib	aoc	PPP2R1A_cnv	-0.05346383828148993	0.5898714438552862
M4076-berzosertib	aoc	PPP2R1A_exp	0.11242454935680941	0.2558479838689592
M4076-berzosertib	aoc	PPP2R1A_lof	0.09407807707648079	0.3421502782031093
M4076-berzosertib	aoc	PPP2R1A_snv	0.12243431721967793	0.21565548224363712
M4076-berzosertib	aoc	PPP2R2A_cnv	-0.0535252261008365	0.589443852840098
M4076-berzosertib	aoc	PPP2R2A_exp	0.07320749323977371	0.4601855070758111
M4076-berzosertib	aoc	PPP2R2A_lof	0.050302054511409205	0.612082190728013
M4076-berzosertib	aoc	PPP2R5C_cnv	0.0840699288477976	0.39616526924888473
M4076-berzosertib	aoc	PPP2R5C_exp	0.15242777240074262	0.12241445627140839
M4076-berzosertib	aoc	PPP2R5C_lof	-0.06859620237451367	0.48899541852087364
M4076-berzosertib	aoc	PPP2R5C_snv		
M4076-berzosertib	aoc	PPP2R5E_cnv	0.14908896497742286	0.1309173035509935
M4076-berzosertib	aoc	PPP2R5E_exp	0.17642713345141517	0.07320566958901736
M4076-berzosertib	aoc	PPP2R5E_lof	-0.15661756230143523	0.1123535973595189
M4076-berzosertib	aoc	PPP4C_cnv	-0.14226627886968943	0.14968619007302475
M4076-berzosertib	aoc	PPP4C_exp	-0.0599021374693849	0.545814485939418
M4076-berzosertib	aoc	PPP4C_lof	0.0828325543715408	0.4031785827057122
M4076-berzosertib	aoc	PPP4R1_cnv	-0.017714788251630077	0.8583408087793535
M4076-berzosertib	aoc	PPP4R1_exp	0.130683933069018	0.18607134042386173
M4076-berzosertib	aoc	PPP4R1_lof	0.02473003555500409	0.8032154747955289
M4076-berzosertib	aoc	PPP4R1_snv		
M4076-berzosertib	aoc	PPP4R2_cnv	0.03062293233514344	0.7576320654423108
M4076-berzosertib	aoc	PPP4R2_exp	0.16206260651065046	0.10025257162141174
M4076-berzosertib	aoc	PPP4R2_lof	-0.021123597839598572	0.8314522251435595
M4076-berzosertib	aoc	PPP4R2_snv		
M4076-berzosertib	aoc	PPP4R4_cnv	0.0883693879529695	0.37236652569362244
M4076-berzosertib	aoc	PPP4R4_exp	0.1589680592646101	0.10699759874549236
M4076-berzosertib	aoc	PPP4R4_lof	-0.07257195577674677	0.4640996848370354
M4076-berzosertib	aoc	PPP4R4_snv		
M4076-berzosertib	aoc	PPP6C_cnv	0.041884543770055134	0.6729060136897932
M4076-berzosertib	aoc	PPP6C_exp	0.2814072956422162	0.0038056391486462333
M4076-berzosertib	aoc	PPP6C_lof	0.02367864422143741	0.8114230131893087
M4076-berzosertib	aoc	PPP6C_snv		
M4076-berzosertib	aoc	PPP6R1_cnv	-0.04348403820397819	0.6611690585721771
M4076-berzosertib	aoc	PPP6R1_exp	0.17430430040219533	0.07678522887711585
M4076-berzosertib	aoc	PPP6R1_lof	0.14475936497275593	0.14260639972117034
M4076-berzosertib	aoc	PPP6R1_snv	0.18511601528604688	0.05993139282300256
M4076-berzosertib	aoc	PPP6R2_cnv	0.04992490946320234	0.6147557008230087
M4076-berzosertib	aoc	PPP6R2_exp	-0.03211517976806257	0.74621289063952
M4076-berzosertib	aoc	PPP6R2_lof	0.06610842738892622	0.5049267192306258
M4076-berzosertib	aoc	PPP6R2_snv	0.18491642302081066	0.060212571657860196
M4076-berzosertib	aoc	PPP6R3_cnv	-0.03178558783135854	0.748730415797577
M4076-berzosertib	aoc	PPP6R3_exp	0.18221484363743798	0.06412555207169897
M4076-berzosertib	aoc	PPP6R3_lof	-0.11263230398061083	0.25496489417011425
M4076-berzosertib	aoc	PPP6R3_snv	-0.164878829566149	0.09440873647548756
M4076-berzosertib	aoc	PPT1_cnv	-0.027673291193232922	0.7803554759575181
M4076-berzosertib	aoc	PPT1_exp	-0.044225214749857036	0.6557578534732862
M4076-berzosertib	aoc	PPT1_lof	0.07154989954498793	0.4704324891427396
M4076-berzosertib	aoc	PPT1_snv		
M4076-berzosertib	aoc	PPTC7_cnv	-0.11420613536657881	0.24834293532159057
M4076-berzosertib	aoc	PPTC7_exp	0.11744306126752208	0.2350985183691101
M4076-berzosertib	aoc	PPTC7_lof	0.05771194720959452	0.5606200965010306
M4076-berzosertib	aoc	PPTC7_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PQLC3_cnv	-0.057827286104848566	0.5598356539888482
M4076-berzosertib	aoc	PQLC3_exp	0.05320905742938682	0.5916475987810602
M4076-berzosertib	aoc	PQLC3_lof	-0.04800555097412321	0.6284393240127547
M4076-berzosertib	aoc	PRAME_exp	0.03751557641183798	0.7053604307345503
M4076-berzosertib	aoc	PRAME_lof	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRAME_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRC1_cnv	-0.16839364848036095	0.08749641823232406
M4076-berzosertib	aoc	PRC1_exp	0.11345249225906237	0.25149897832749357
M4076-berzosertib	aoc	PRC1_lof	0.09842920316511902	0.3201891336701732
M4076-berzosertib	aoc	PRC1_snv	0.06661125652124161	0.5016851064044715
M4076-berzosertib	aoc	PRCC_cnv	0.027775848956191788	0.7795621589605529
M4076-berzosertib	aoc	PRCC_exp	0.13596920796859063	0.16874085425909527
M4076-berzosertib	aoc	PRCC_lof	0.18491642302081066	0.060212571657860196
M4076-berzosertib	aoc	PRCC_snv	0.18491642302081066	0.060212571657860196
M4076-berzosertib	aoc	PRDM1_cnv	0.00944847706612775	0.924161154534116
M4076-berzosertib	aoc	PRDM1_exp	-0.08637739940571577	0.3832822405120496
M4076-berzosertib	aoc	PRDM1_lof	0.09556368313362848	0.33454773533396615
M4076-berzosertib	aoc	PRDM1_snv	0.07158785199529341	0.4701964931482771
M4076-berzosertib	aoc	PRDM10_cnv	-0.04723101503256147	0.6339973731608515
M4076-berzosertib	aoc	PRDM10_exp	-0.0709829542960283	0.4739655289792116
M4076-berzosertib	aoc	PRDM10_lof	0.045117437013187024	0.6492674455452891
M4076-berzosertib	aoc	PRDM10_snv		
M4076-berzosertib	aoc	PRDM12_cnv	0.041884543770055134	0.6729060136897932
M4076-berzosertib	aoc	PRDM12_exp	-0.11094341391580845	0.2622044175150882
M4076-berzosertib	aoc	PRDM12_lof	0.02367864422143741	0.8114230131893087
M4076-berzosertib	aoc	PRDM16_cnv	-0.09450577109336881	0.339950491516785
M4076-berzosertib	aoc	PRDM16_exp	0.035146809152120005	0.723184540772905
M4076-berzosertib	aoc	PRDM16_lof	0.14788307111278937	0.1340968329919433
M4076-berzosertib	aoc	PRDM16_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRDM7_cnv	-0.07750949940417654	0.434174053386
M4076-berzosertib	aoc	PRDM7_exp	-0.004863156713966518	0.9609228554647753
M4076-berzosertib	aoc	PRDM7_lof	0.13934317298365573	0.1583198575472011
M4076-berzosertib	aoc	PRDM7_snv	0.07158785199529341	0.4701964931482771
M4076-berzosertib	aoc	PRDM9_cnv	-0.06143662190069792	0.5355565251892154
M4076-berzosertib	aoc	PRDM9_exp	0.016437574477934754	0.8684590165431677
M4076-berzosertib	aoc	PRDM9_lof	0.030074902131370235	0.7618390411728327
M4076-berzosertib	aoc	PRDM9_snv	0.030074902131370235	0.7618390411728327
M4076-berzosertib	aoc	PRDX4_cnv	0.15590231356637269	0.11402407876646355
M4076-berzosertib	aoc	PRDX4_exp	0.014300112275518188	0.8854389674421169
M4076-berzosertib	aoc	PRDX4_lof	-0.15590231356637269	0.11402407876646355
M4076-berzosertib	aoc	PREX2_exp	0.07681479845796726	0.4383168862108821
M4076-berzosertib	aoc	PREX2_lof	-0.1477312477801888	0.1345012736596654
M4076-berzosertib	aoc	PREX2_snv	-0.1477312477801888	0.1345012736596654
M4076-berzosertib	aoc	PRF1_cnv	0.04620721809800124	0.6413753968285447
M4076-berzosertib	aoc	PRF1_exp	0.07157991300694416	0.47024585405040736
M4076-berzosertib	aoc	PRF1_lof		
M4076-berzosertib	aoc	PRICKLE1_cnv	-0.12892386342136802	0.19212084153760497
M4076-berzosertib	aoc	PRICKLE1_exp	0.1352432732195853	0.17104783398427995
M4076-berzosertib	aoc	PRICKLE1_lof	0.14574896057237177	0.13986748092581872
M4076-berzosertib	aoc	PRICKLE1_snv	0.12243431721967793	0.21565548224363712
M4076-berzosertib	aoc	PRIM1_cnv	-0.09771087104015794	0.32375072232709934
M4076-berzosertib	aoc	PRIM1_exp	0.14925155735638343	0.13049304758813635
M4076-berzosertib	aoc	PRIM1_lof	0.06993993523395989	0.48050268489097814
M4076-berzosertib	aoc	PRIM2_exp	0.16854939981835954	0.08719968201634593
M4076-berzosertib	aoc	PRIMPOL_cnv	0.035330863042633394	0.7217941428979617
M4076-berzosertib	aoc	PRIMPOL_exp	0.20590671994619603	0.035994294744372705
M4076-berzosertib	aoc	PRIMPOL_lof	-0.03533086304263339	0.7217941428979617
M4076-berzosertib	aoc	PRKAA1_cnv	-0.0046130673269371945	0.962930946381482
M4076-berzosertib	aoc	PRKAA1_exp	0.02300100585948287	0.8167238038192477
M4076-berzosertib	aoc	PRKAA1_lof		
M4076-berzosertib	aoc	PRKAA2_cnv	0.02118081450898704	0.8310024653800772
M4076-berzosertib	aoc	PRKAA2_exp	0.025317227033179512	0.7986408735462046
M4076-berzosertib	aoc	PRKAA2_lof	0.014327447934022831	0.8852214691784482
M4076-berzosertib	aoc	PRKAB1_cnv	-0.10261040220734337	0.29996127203583983
M4076-berzosertib	aoc	PRKAB1_exp	-0.10520899673285886	0.2878223147478761
M4076-berzosertib	aoc	PRKAB1_lof	0.008810931111780836	0.9292647524521536
M4076-berzosertib	aoc	PRKAG2_exp	0.050963199121740944	0.6074077369201138
M4076-berzosertib	aoc	PRKAG2_lof	-0.00652681335928542	0.9475713529556212
M4076-berzosertib	aoc	PRKAG2_snv	-0.00652681335928542	0.9475713529556212
M4076-berzosertib	aoc	PRKAR1A_cnv	-0.013392841529712624	0.8926624646630275
M4076-berzosertib	aoc	PRKAR1A_exp	0.10420483141626426	0.29247384907417207
M4076-berzosertib	aoc	PRKAR1A_lof	0.06962629462681517	0.48247786078207366
M4076-berzosertib	aoc	PRKAR1A_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRKAR2A_cnv	-0.0294259749675653	0.7668295291022957
M4076-berzosertib	aoc	PRKAR2A_exp	0.04715827293895592	0.6345204212381285
M4076-berzosertib	aoc	PRKAR2A_lof	0.08768563851135212	0.37609175661332067
M4076-berzosertib	aoc	PRKAR2A_snv	0.07158785199529341	0.4701964931482771
M4076-berzosertib	aoc	PRKAR2B_cnv	-0.0980178255777276	0.32222570007287976
M4076-berzosertib	aoc	PRKAR2B_exp	-0.05415701079377923	0.5850514232681648
M4076-berzosertib	aoc	PRKAR2B_lof		
M4076-berzosertib	aoc	PRKAR2B_snv		
M4076-berzosertib	aoc	PRKCD_cnv	0.09557316315634769	0.3344995687055397
M4076-berzosertib	aoc	PRKCD_exp	0.01818722489285595	0.8546038315771183
M4076-berzosertib	aoc	PRKCD_lof	-0.0942765656362491	0.3411282658927938
M4076-berzosertib	aoc	PRKCD_snv	-0.030631688286071837	0.757564907038179
M4076-berzosertib	aoc	PRKCG_cnv	-0.018212155258197298	0.8544067206833
M4076-berzosertib	aoc	PRKCG_exp	0.036427909759084165	0.7135256396446037
M4076-berzosertib	aoc	PRKCG_lof	-0.0012350441002423641	0.9900723343583245
M4076-berzosertib	aoc	PRKCG_snv	-0.017140177082960235	0.862890197688099
M4076-berzosertib	aoc	PRKCI_cnv	-0.05409036853530473	0.5855140401987147
M4076-berzosertib	aoc	PRKCI_exp	0.034610937638232225	0.7272377881400436
M4076-berzosertib	aoc	PRKCI_lof	-0.009888685733195384	0.9206390362290837
M4076-berzosertib	aoc	PRKCI_snv		
M4076-berzosertib	aoc	PRKCQ_cnv	-0.08866847080758364	0.37074415841559843
M4076-berzosertib	aoc	PRKCQ_exp	0.04475835481574669	0.6518764453048941
M4076-berzosertib	aoc	PRKCQ_lof	0.07342627267614218	0.45884230067416204
M4076-berzosertib	aoc	PRKCSH_cnv	0.08603567987484609	0.385174010819338
M4076-berzosertib	aoc	PRKCSH_exp	-0.029524538349909223	0.7660709208754415
M4076-berzosertib	aoc	PRKCSH_lof	-0.14628693388708217	0.1383953542234789
M4076-berzosertib	aoc	PRKCSH_snv	-0.164878829566149	0.09440873647548756
M4076-berzosertib	aoc	PRKCZ_exp	-0.15256019339833196	0.12208620572187678
M4076-berzosertib	aoc	PRKD1_cnv	0.06947366753028349	0.48344061184947
M4076-berzosertib	aoc	PRKD1_exp	0.06913095191216825	0.48560615355787007
M4076-berzosertib	aoc	PRKD1_lof	-0.057594378216653475	0.5614202457179465
M4076-berzosertib	aoc	PRKD1_snv	0.12243431721967793	0.21565548224363712
M4076-berzosertib	aoc	PRKD2_cnv	-0.05640165364623781	0.5695682838923084
M4076-berzosertib	aoc	PRKD2_exp	-0.03587567675353409	0.717683777924842
M4076-berzosertib	aoc	PRKD2_lof	-0.015606410186341978	0.8750551038853128
M4076-berzosertib	aoc	PRKD2_snv		
M4076-berzosertib	aoc	PRKDC_cnv	-0.06379773993869754	0.5199617781855296
M4076-berzosertib	aoc	PRKDC_exp	0.08097867537004505	0.4138222254193583
M4076-berzosertib	aoc	PRKDC_lof	0.15847103075932933	0.10811321366169527
M4076-berzosertib	aoc	PRKDC_snv	0.09546869041137776	0.33503062281370166
M4076-berzosertib	aoc	PRMT6_cnv	0.03661505889358499	0.7121183592280355
M4076-berzosertib	aoc	PRMT6_exp	0.13377071674383684	0.17579886543047205
M4076-berzosertib	aoc	PRMT6_lof	0.06106946154666843	0.538002240396691
M4076-berzosertib	aoc	PRMT6_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRODH_cnv	0.04703844799988462	0.6353824080110613
M4076-berzosertib	aoc	PRODH_exp	0.06976278078527896	0.4816177948159363
M4076-berzosertib	aoc	PRODH_lof	0.01440039209586461	0.8846411251042358
M4076-berzosertib	aoc	PROM1_cnv	-0.06264491591779395	0.5275470471479268
M4076-berzosertib	aoc	PROM1_exp	-0.19889803483858082	0.04295721316691651
M4076-berzosertib	aoc	PROM1_lof	0.19461612295483077	0.04773867533068415
M4076-berzosertib	aoc	PROM1_snv	0.23827223259706098	0.014861712057655675
M4076-berzosertib	aoc	PROS1_cnv	-0.06118125949219455	0.5372569515126153
M4076-berzosertib	aoc	PROS1_exp	-0.15001013045521355	0.12852756225164536
M4076-berzosertib	aoc	PROS1_lof	0.0032533007469431816	0.9738529121578843
M4076-berzosertib	aoc	PROS1_snv	-0.017140177082960235	0.862890197688099
M4076-berzosertib	aoc	PRPF19_cnv	-0.07669102372025259	0.4390573567722489
M4076-berzosertib	aoc	PRPF19_exp	0.1279673429791497	0.19546762335425125
M4076-berzosertib	aoc	PRPF19_lof	0.008810931111780836	0.9292647524521536
M4076-berzosertib	aoc	PRPF38A_cnv	0.027744479515080037	0.7798047876202
M4076-berzosertib	aoc	PRPF38A_exp	0.16073729958025965	0.10309920673946388
M4076-berzosertib	aoc	PRPF38A_lof	0.011041763099839383	0.9114206810450216
M4076-berzosertib	aoc	PRPF8_cnv	0.040248705894049115	0.6849913804316381
M4076-berzosertib	aoc	PRPF8_exp	0.1753654077782571	0.07497878556009258
M4076-berzosertib	aoc	PRPF8_lof	0.07550750751872133	0.44617327906744125
M4076-berzosertib	aoc	PRPF8_snv	0.1319434486703439	0.18182824929693514
M4076-berzosertib	aoc	PRR12_cnv	-0.008434628346524933	0.9322784403363684
M4076-berzosertib	aoc	PRR12_exp	-0.02102754923726203	0.8322073510432692
M4076-berzosertib	aoc	PRR12_lof	0.010438640885232855	0.9162409959522984
M4076-berzosertib	aoc	PRR12_snv	0.055152037074282276	0.5781641469723401
M4076-berzosertib	aoc	PRRC1_cnv	-0.13024824519460426	0.18755575284522108
M4076-berzosertib	aoc	PRRC1_exp	-0.08659054622857913	0.3821050972179039
M4076-berzosertib	aoc	PRRC1_lof	-0.03323473601532613	0.7376814292500271
M4076-berzosertib	aoc	PRRC1_snv	-0.164878829566149	0.09440873647548756
M4076-berzosertib	aoc	PRRX1_cnv	0.00701420194737189	0.9436624469756258
M4076-berzosertib	aoc	PRRX1_exp	-0.04484143761701532	0.65127241194285
M4076-berzosertib	aoc	PRRX1_lof	0.009570472293656894	0.9231849186254846
M4076-berzosertib	aoc	PRRX1_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRSS1_cnv	-0.09448793868428232	0.3400420312805352
M4076-berzosertib	aoc	PRSS1_exp	-0.04136263831906285	0.6767529345016297
M4076-berzosertib	aoc	PRSS1_lof	0.06283545211338584	0.5262895466752097
M4076-berzosertib	aoc	PRSS1_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PRSS35_cnv	0.044781937841366165	0.6517049677403229
M4076-berzosertib	aoc	PRSS35_exp	-0.0016189146752986078	0.9869869018088437
M4076-berzosertib	aoc	PRSS35_lof	-0.005848052762145322	0.9530171338017138
M4076-berzosertib	aoc	PRX_cnv	0.02022179731849646	0.8385480484290945
M4076-berzosertib	aoc	PRX_exp	0.0014372981144042535	0.9884466582449895
M4076-berzosertib	aoc	PRX_lof	-0.045303520514641225	0.6479170733364648
M4076-berzosertib	aoc	PRX_snv		
M4076-berzosertib	aoc	PSEN1_cnv	-0.007305873760708008	0.9413238425512189
M4076-berzosertib	aoc	PSEN1_exp	-0.037189897821826606	0.7078018739994794
M4076-berzosertib	aoc	PSEN1_lof	-0.0836392009660423	0.3985983148656833
M4076-berzosertib	aoc	PSEN2_cnv	-0.00021207944628627226	0.9982951978970314
M4076-berzosertib	aoc	PSEN2_exp	0.06270961182057205	0.5271198980295906
M4076-berzosertib	aoc	PSEN2_lof	0.14002343953127358	0.1562782018997136
M4076-berzosertib	aoc	PSEN2_snv	0.14002343953127358	0.1562782018997136
M4076-berzosertib	aoc	PSENEN_cnv	-0.004284772034596658	0.9655673407561004
M4076-berzosertib	aoc	PSENEN_exp	0.02182681000098811	0.8259283426231965
M4076-berzosertib	aoc	PSENEN_lof	-0.045303520514641225	0.6479170733364648
M4076-berzosertib	aoc	PSG1_exp	0.1054968149371407	0.2864981877533836
M4076-berzosertib	aoc	PSG1_lof	0.017933296199833325	0.8566120154229808
M4076-berzosertib	aoc	PSG1_snv	0.017933296199833325	0.8566120154229808
M4076-berzosertib	aoc	PSIP1_cnv	-0.09635382589388268	0.33054825159698026
M4076-berzosertib	aoc	PSIP1_exp	0.16050186588794546	0.1036114554102618
M4076-berzosertib	aoc	PSIP1_lof	0.09635382589388272	0.33054825159697826
M4076-berzosertib	aoc	PSMB3_cnv	-0.13920996432973598	0.15872197021085532
M4076-berzosertib	aoc	PSMB3_exp	0.06491243041055031	0.5126804816491063
M4076-berzosertib	aoc	PSMB3_lof	0.030030831254654167	0.7621776562960357
M4076-berzosertib	aoc	PSMD11_cnv	-0.0012044674658041946	0.9903181067463098
M4076-berzosertib	aoc	PSMD11_exp	0.11350681994642783	0.2512705517769058
M4076-berzosertib	aoc	PSMD11_lof	0.03574855570780075	0.7186421319570836
M4076-berzosertib	aoc	PSMD9_cnv	-0.10261040220734337	0.29996127203583983
M4076-berzosertib	aoc	PSMD9_exp	0.09402821830882037	0.3424073025561479
M4076-berzosertib	aoc	PSMD9_lof	0.008810931111780836	0.9292647524521536
M4076-berzosertib	aoc	PSPH_cnv	-0.09049295965617869	0.36094116988417085
M4076-berzosertib	aoc	PSPH_exp	-0.057318134900027476	0.5633024367751619
M4076-berzosertib	aoc	PSPH_lof	-0.017140177082960235	0.862890197688099
M4076-berzosertib	aoc	PSTPIP1_cnv	-0.09775555540204763	0.3235284322647379
M4076-berzosertib	aoc	PSTPIP1_exp	0.03351168463578447	0.7355758282046893
M4076-berzosertib	aoc	PSTPIP1_lof	0.023339058820815058	0.8140783536996827
M4076-berzosertib	aoc	PSTPIP1_snv	-0.164878829566149	0.09440873647548756
M4076-berzosertib	aoc	PTCD2_cnv	-0.0958060238243231	0.3333178200411721
M4076-berzosertib	aoc	PTCD2_exp	0.10890689888337185	0.2711184849865841
M4076-berzosertib	aoc	PTCD2_lof	0.07806378368695033	0.4308846410313375
M4076-berzosertib	aoc	PTCH1_cnv	0.03538654743077285	0.7213736645812371
M4076-berzosertib	aoc	PTCH1_exp	0.05680929408790175	0.5667772623552098
M4076-berzosertib	aoc	PTCH1_lof	-0.10190245627299288	0.3033257915683232
M4076-berzosertib	aoc	PTCH1_snv	-0.164878829566149	0.09440873647548756
M4076-berzosertib	aoc	PTEN_cnv	0.036255394530353445	0.7148237307581601
M4076-berzosertib	aoc	PTEN_exp	0.14329187784749556	0.14674239576583803
M4076-berzosertib	aoc	PTEN_lof	0.017650463154586557	0.8588498646396522
M4076-berzosertib	aoc	PTEN_snv	-0.010306115299048759	0.9173005889720592
M4076-berzosertib	aoc	PTGDS_cnv	-0.003141487515837621	0.9747512648927265
M4076-berzosertib	aoc	PTGDS_exp	0.013247641599377025	0.8938193462999534
M4076-berzosertib	aoc	PTGDS_lof		
M4076-berzosertib	aoc	PTGES3_cnv	-0.09771087104015794	0.32375072232709934
M4076-berzosertib	aoc	PTGES3_exp	0.07302651392709951	0.4612982739719775
M4076-berzosertib	aoc	PTGES3_lof	0.06993993523395989	0.48050268489097814
M4076-berzosertib	aoc	PTK2B_cnv	-0.03000664597735197	0.7623635010439357
M4076-berzosertib	aoc	PTK2B_exp	0.022032369950954225	0.8243152144553322
M4076-berzosertib	aoc	PTK2B_lof	0.029466165810013562	0.7665201674719524
M4076-berzosertib	aoc	PTK2B_snv	-0.045303520514641225	0.6479170733364648
M4076-berzosertib	aoc	PTK6_cnv	-0.18636193242261687	0.058200344041600724
M4076-berzosertib	aoc	PTK6_exp	-0.08660834864922842	0.38200687895068536
M4076-berzosertib	aoc	PTK6_lof		
M4076-berzosertib	aoc	PTP4A3_cnv	-0.11325342742943947	0.2523371869160815
M4076-berzosertib	aoc	PTP4A3_exp	0.0382077361109638	0.7001816111501908
M4076-berzosertib	aoc	PTP4A3_lof	0.0999217743213344	0.3128697898130229
M4076-berzosertib	aoc	PTP4A3_snv	0.060391888238635553	0.5425301197940483
M4076-berzosertib	aoc	PTPN11_cnv	-0.11620384650399075	0.24010953625526915
M4076-berzosertib	aoc	PTPN11_exp	0.12932519448940594	0.19072905151248346
M4076-berzosertib	aoc	PTPN11_lof	0.06741616123592584	0.4965187707793753
